code,parent_code,name,level,default_unit
C_Chee_buff,fi,Cheese of Buffalo Milk,1,
C_Chee_cow_sk,fi,Cheese from Skimmed Cow Milk,1,
C_Chee_cow_wh,fi,Cheese from Whole Cow Milk,1,
C_Chee_goat,fi,Cheese of Goat Milk,1,
C_Chee_proc,fi,Processed Cheese,1,
C_Chee_sheep,fi,Cheese of Sheep Milk,1,
C_Cherr,fi,Sour cherries,1,
C_Chers,fi,Cherries,1,
C_Chest,fi,Chestnuts,1,
C_Chick,fi,"Chick-peas, dry",1,
C_Chickens,fi,Chickens,1,
C_Chics,fi,Chicory roots,1,
C_Chiln,fi,Chillies and peppers (green),1,
C_Chily,fi,Pimento,1,
C_Chocs,fi,Chocolate Products nes,1,
C_Cider,fi,"Cider, etc.",1,
C_Cinn,fi,Cinnamon (canella),1,
C_Citr_nes,fi,"Citrus Juice, Concentrated nes",1,
C_Ckcopra,fi,Cake of Copra,1,
C_Ckcotton,fi,Cake of Cottonseed,1,
C_Ckgound,fi,Cake of Groundnuts,1,
C_Ckhemp,fi,Cake of hempseed,1,
C_Ckkapok,fi,Cake of Kapok,1,
C_Cklins,fi,Cake of Linseed,1,
C_Ckmaize,fi,Cake of Maize,1,
C_Ckmust,fi,Cake of Mustard Seed,1,
C_Ckpalm,fi,Cake of Palm Kernel,1,
C_Ckpopp,fi,"Cake, poppy seed",1,
C_Ckrapes,fi,Cake of Rapeseed,1,
C_Ckriceb,fi,Cake of Rice Bran,1,
C_Cksaffl,fi,Cake of Safflower Seed,1,
C_Ckseednes,fi,Cake of Oilseeds nes,1,
C_Cksesam,fi,Cake of Sesame Seed,1,
C_Cksoyb,fi,Cake of Soybeans,1,
C_Cksunf,fi,Cake of Sunflower Seed,1,
C_Clovs,fi,Cloves,1,
C_Coco_but,fi,Cocoa Butter,1,
C_Coco_husk,fi,Cocoa Husks and Shells,1,
C_Coco_pas,fi,Cocoa Paste,1,
C_Coco_pow,fi,Cocoa Powder and Cake,1,
C_Cocoa,fi,Cocoa beans,1,
C_Cocod,fi,"Coconuts, Desiccated",1,
C_Cocon,fi,Coconuts,1,
C_Coff_ext,fi,Coffee Extracts,1,
C_Coff_sub,fi,Coffee Substitutes,1,
C_Coffe_roas,fi,"Coffee, Roasted",1,
C_Coffn,fi,Coffee green,1,
C_Coirr,fi,Coir,1,
C_Copra,fi,Copra,1,
C_Cottd,fi,Cottonseed,1,
C_Cotton,fi,Cotton Lint,1,
C_Cowpea,fi,"Cow peas, dry",1,
C_Crans,fi,Cranberries,1,
C_Creah,fi,"Cream, Fresh",1,
C_Cucus,fi,Cucumbers and gherkins,1,
C_Currs,fi,Currants,1,
C_DE_INCI,fi,Incineration with energy recovery of discarded equipment,1,
C_DE_INCI_no_recov,fi,Incineration of discarded equipment,1,
C_DE_LAND,fi,Landfill of discarded equipment,1,
C_DE_OTHE,fi,Other disposal of discarded equipment,1,
C_DE_RECY,fi,Recycling of discarded equipment,1,
C_DOIL,fi,Gas/Diesel Oil,1,
C_DV_INCI,fi,Incineration with energy recovery of discarded vehicles,1,
C_DV_INCI_no_recov,fi,Incineration of discarded vehicles,1,
C_DV_LAND,fi,Landfill of discarded vehicles,1,
C_DV_OTHE,fi,Other disposal of discarded vehicles,1,
C_DV_RECY,fi,Recycling of discarded vehicles,1,
C_Dates,fi,Dates,1,
C_Dry_ilk,fi,Dry Whole Cow Milk,1,
C_Ducks,fi,Ducks,1,
C_EDUC,fi,Education services (80),1,
C_ELEC,fi,Electricity,1,
C_ELMA,fi,Electrical machinery and apparatus n.e.c. (31),1,
C_ETHA,fi,Ethane,1,
C_Eggpl,fi,Eggplants,1,
C_Eggs_ggs,fi,"Eggs, excluding hen eggs",1,
C_Eggs_ied,fi,"Eggs, Dried",1,
C_Eggs_uid,fi,"Eggs, Liquid",1,
C_Eggsl,fi,Hen eggs,1,
C_FABM,fi,"Fabricated metal products, except machinery and equipment (28)",1,
C_FABM_01_RES,fi,"Fabricated metal products, except machinery and equipment (28) - Residual",1,
C_FAUX,fi,Services auxiliary to financial intermediation (67),1,
C_FINS,fi,"Insurance and pension funding services, except compulsory social security services (66)",1,
C_FINT,fi,"Financial intermediation services, except insurance and pension funding services (65)",1,
C_FISH,fi,Fish and other fishing products; services incidental of fishing (05),1,
C_FOIL,fi,Heavy Fuel Oil,1,
C_FOIL_AL,fi,aluminium foil,1,
C_FOIL_PLA,fi,plastic foil,1,
C_FOOD_w_water,fi,Waste water treatment of food,1,
C_FORE,fi,"Products of forestry, logging and related services (02)",1,
C_FORE_comb,fi,"Products of forestry, logging and related services; for combustion",1,
C_FO_OTHE,fi,Other disposal of food,1,
C_FO_RECY,fi,Recycling of food,1,
C_FSHP,fi,Fish products,1,
C_FURN,fi,Furniture; other manufactured goods n.e.c. (36),1,
C_F_aqua,fi,Fish from aquaculture,1,
C_F_capture,fi,Fish from capture,1,
C_Fat_ac,fi,Fatty Acids,1,
C_Fat_buff,fi,Fat of buffalo,1,
C_Fat_cam,fi,Fat of camels,1,
C_Fat_cow,fi,Fat of cattle,1,
C_Fat_goat,fi,Fat of goats,1,
C_Fat_live,fi,Fatty Liver Preparations,1,
C_Fat_nes,fi,Fat Preparations nes,1,
C_Fat_othe,fi,Fat of other camelids,1,
C_Fat_pig,fi,Fat of pigs,1,
C_Fat_poul,fi,Fat of poultry,1,
C_Fat_poul_ren,fi,"Fat of Poultry, Rendered",1,
C_Fat_sheep,fi,Fat of sheep,1,
C_Fat_sub,fi,Residues of Fatty Substances,1,
C_Feedn,fi,Gluten Feed and Meal,1,
C_Figsd,fi,"Figs, Dried",1,
C_Figss,fi,Figs,1,
C_Flax_raw,fi,"Flax, raw or retted",1,
C_Flou_nes,fi,Flour of Cereals nes,1,
C_Flou_oil_nes,fi,Flour of Oilseeds,1,
C_Flour_barl,fi,Barley Flour and Grits,1,
C_Flour_buck,fi,Flour of Buckwheat,1,
C_Flour_cass,fi,Flour of Cassava,1,
C_Flour_foni,fi,Flour of Fonio,1,
C_Flour_frui,fi,Flour of Fruits,1,
C_Flour_maiz,fi,Flour of Maize,1,
C_Flour_mill,fi,Flour of Millet,1,
C_Flour_mixe,fi,Flour of Mixed Grain,1,
C_Flour_must,fi,Flour of Mustard Seed,1,
C_Flour_nes,fi,Food Preparations nes,1,
C_Flour_pota,fi,Flour of Potatoes,1,
C_Flour_puls,fi,Flour of Pulses,1,
C_Flour_rice,fi,Flour of Rice,1,
C_Flour_root,fi,Flour of Roots and Tubers nes,1,
C_Flour_rye,fi,Flour of Rye,1,
C_Flour_sorg,fi,Flour of Sorghum,1,
C_Flour_trit,fi,Flour of Triticale,1,
C_Flour_whea,fi,Flour of Wheat,1,
C_Fonio,fi,Fonio,1,
C_Frucr,fi,Other Fructose and Syrup,1,
C_Frudry,fi,"Fruit, dried nes",1,
C_Fruhom,fi,"Homogenized Cooked Fruit, Prepared",1,
C_Frui_nes,fi,"Other tropical fruit, dried",1,
C_Fruprep,fi,"Fruit, prepared nes",1,
C_GARM,fi,Wearing apparel; furs (18),1,
C_GASD,fi,Distribution services of gaseous fuels through mains,1,
C_GASE,fi,"Natural gas and services related to natural gas extraction, excluding surveying",1,
C_GASL,fi,Natural Gas Liquids,1,
C_GCOK,fi,Gas Coke,1,
C_GJET,fi,Gasoline Type Jet Fuel,1,
C_GLAS,fi,Glass and glass products,1,
C_GLAS_01_RES,fi,Glass and glass products - Residual,1,
C_GLAS_reuse,fi,Collection of glass bottles service,1,
C_GLAW,fi,Recycling of glass,1,
C_GL_INCI,fi,Incineration with energy recovery of glass,1,
C_GL_INCI_no_recov,fi,Incineration of glass,1,
C_GL_LAND,fi,Landfill of glass,1,
C_GL_OTHE,fi,Other disposal of glass,1,
C_Garlc,fi,Garlic,1,
C_Gees_ese,fi,Geese,1,
C_Germe,fi,Germ of Maize,1,
C_Germt,fi,Germ of Wheat,1,
C_Ghee_buff,fi,"Ghee, from Buffalo Milk",1,
C_Ghee_cow,fi,Ghee from Cow Milk,1,
C_Gingr,fi,Ginger,1,
C_Gluce,fi,Glucose and Dextrose,1,
C_Gluten_mais,fi,Maize Gluten,1,
C_Gluten_rice,fi,"Rice, Gluten",1,
C_Gluten_wht,fi,Wheat Gluten,1,
C_Goamilk,fi,Goat milk,1,
C_Goat,fi,Goats,1,
C_Gooss,fi,Gooseberries,1,
C_Graid,fi,Mixed grain,1,
C_Grapf,fi,Grapefruit and pomelo,1,
C_Graps,fi,Grapes,1,
C_Grapt,fi,Must of Grape,1,
C_Grou_prep,fi,Prepared Groundnuts,1,
C_Grou_shld,fi,"Groundnuts, Shelled",1,
C_Groul,fi,"Groundnuts, in shell",1,
C_HA_INCI,fi,Incineration with energy recovery of hazardous waste,1,
C_HA_INCI_no_recov,fi,Incineration of hazardous waste,1,
C_HA_LAND,fi,Landfill of hazardous waste,1,
C_HA_OTHE,fi,Other disposal of hazardous waste,1,
C_HA_RECY,fi,Recycling of hazardous waste,1,
C_HEAL,fi,Health and social work services (85),1,
C_HEAT,fi,Heat,1,
C_HORE,fi,Hotel and restaurant services (55),1,
C_Haze_shld,fi,"Hazelnuts, Shelled",1,
C_Hazel,fi,Hazelnuts (Filberts),1,
C_heat_EBOIL,fi,Heat from electric boilers,1
C_heat_SE_INCI,fi,heat from incineration of sewage,1,
C_HWAT,fi,Steam and hot water,1,
C_elec_MA_INCI,fi,electricity from incineration of manure,1,
C_Catmeat,fi,Cattle,1,
C_feed_protein,fi,Animal protein feed,1,
C_feed_energy,fi,Animal energy feed,1,
C_elec_INCP,fi,electricity from incineration of paper,1,
C_PfertCOMF,fi,P fert from COMF,1,
C_heat_INCP,fi,heat from incineration of paper,1,
C_Pork_ges,fi,sausage of pork,1,
C_elec_HCHEM,fi,electricity from chemical heat,1,
C_heat_HPUMP,fi,heat from heat pump,1,
C_heat_BIOP,fi,heat from biogasification of paper,1,
C_Pfert_MANC,fi,Phosphatic fertilizers from biogasification of manure,1,
C_PfertMANC,fi,P fert from manure treat conventional,1,
C_Pork_chilled,fi,"meat of pig with the bone, fresh or chilled",1,
C_Beef_ons,fi,beef and veal preparations nes,1,
C_heat_BIOF,fi,heat from biogasification of food,1,
C_Polmeat,fi,Poultry,1,
C_Beef_led,fi,"meat of cattle boneless, fresh or chilled",1,
C_elec_INCL,fi,electricity from incineration of plastics,1,
C_PfertBIOF,fi,P fert from BIOF,1,
C_heat_TE_INCI,fi,heat from incineration of textiles,1,
C_elec_BIOS,fi,electricity from biogasification of sewage,1,
C_Goameat,fi,Goats,1,
C_heat_INCF,fi,heat from from incineration of food,1,
C_elec_BIOP,fi,electricity from biogasification of paper,1,
C_heat_BIOS,fi,heat from biogasification of sewage,1,
C_elec_HA_INCI,fi,electricity from incineration hazardous waste,1,
C_elec_TE_INCI,fi,electricity from incineration of textiles,1,
C_PfertBIOP,fi,P fert from BIOP,1,
C_Beef_smoked,fi,"bovine meat, salted, dried or smoked",1,
C_Pfert_BIOS,fi,Phosphatic fertilizers from biogasification of sewage,1,
C_Pfert_BIOP,fi,Phosphatic fertilizers from biogasification of paper,1,
C_POWE,fi,Electricity by solar thermal,1,
C_heat_MANC,fi,heat from biogasification of manure,1,
C_heat_INCW,fi,heat from incineration of wood,1,
C_Silk_wool,fi,"wool, silk-worm cocoon",1,
C_elec_BA_INCI,fi,electricity from incineration of batteries and accumulators,1,
C_elec_BIOF,fi,electricity from biogasification of food,1,
C_heat_BA_INCI,fi,heat from incineration of batteries and accumulators,1,
C_heat_UN_INCI,fi,heat from incineration of unsorted waste,1,
C_Coamilk,fi,Raw milk of goats,1,
C_Othanpr,fi,Other animal products,1,
C_Flaxw,fi,"Flax; raw or retted, but not spun",1,
C_Pork_led,fi,"meat of pig boneless, fresh or chilled",1,
C_elec_UN_INCI,fi,electricity from incineration of unsorted waste,1,
C_Nfer_BIOP,fi,nitrogen nutrient from biogasification of paper,1,
C_PfertCOMW,fi,P fert from COMW,1,
C_Pork_pig,fi,sausage of other meat,1,
C_Beef_veal,fi,"meat of cattle, boneless",1,
C_Shemeat,fi,Sheep,1,
C_Pigmeat,fi,Swine / pigs,1,
C_Nfer_MANC,fi,nitrogen nutrient from biogasification of manure,1,
C_elec_INCW,fi,electricity from incineration of wood,1,
C_elec_MANC,fi,electricity from manure biogasification,1,
C_Nfer_BIOF,fi,nitrogen nutrient from  biogasification of food,1,
C_elec_INCF,fi,electricity from incineration of food,1,
C_heat_HA_INCI,fi,heat from incineration hazardous waste,1,
C_heat_INCL,fi,heat from incineration of plastics,1,
C_Nfer_BIOS,fi,nitrogen nutrient from biogasification of sewage,1,
C_heat_MA_INCI,fi,heat from incineration of manure,1,
C_Bufmeat,fi,Buffalo,1,
C_PfertBIOS,fi,P fert from BIOS,1,
C_EXTO,fi,Services provided by extraterritorial organizations and bodies,1,
C_Pfert_BIOF,fi,Phosphatic fertilizers from biogasification of food,1,
C_heat_HWAT,fi,heat from main producers of heat,1,
C_heat_CHP,fi,heat from combined heat and power plants,1,
C_Hemp,fi,Hemp fibre and tow,1,
C_Hempd,fi,Hempseed,1,
C_Hide_buff,fi,"Buffalo hides, fresh",1,
C_Hide_cow,fi,"Cattle hides, fresh",1,
C_Honel,fi,Honey,1,
C_Hops,fi,Hops,1,
C_Horses,fi,Horses,1,
C_INCF,fi,Incineration with energy recovery of food,1,
C_INCF_no_recov,fi,Incineration of food,1,
C_INCL,fi,Incineration with energy recovery of plastic/rubber,1,
C_INCL_no_recov,fi,Incineration of plastic and rubber,1,
C_INCP,fi,Incineration with energy recovery of paper,1,
C_INCP_no_recov,fi,Incineration of paper,1,
C_INCW,fi,Incineration with energy recovery of wood,1,
C_INCW_no_recovery,fi,Incineration of wood waste,1,
C_IRON,fi,Iron ores,1,
C_Ice_cream,fi,Ice Cream and Edible Ice,1,
C_Isoge,fi,Isoglucose,1,
C_JAR_GLS,fi,"small jar, glass",1,
C_Jojod,fi,Jojoba Seeds,1,
C_Juic_cplum,fi,"Juice of plum, concentrated",1,
C_Juic_nes,fi,Juice of citrus fruit n.e.c.,1,
C_Juic_plum,fi,Juice of plum,1,
C_Juice_appl,fi,Apple Juice,1,
C_Juice_appl_con,fi,"Apple Juice, Concentrated",1,
C_Juice_frui,fi,Juice of fruits nes,1,
C_Juice_grapef,fi,"Grapefruit Juice, Concentrated",1,
C_Juice_grapes,fi,Juice of Grape,1,
C_Juice_grapfrt,fi,Juice of Grapefruit,1,
C_Juice_lemo,fi,Juice of Lemon,1,
C_Juice_lemo_con,fi,"Lemon Juice, Concentrated",1,
C_Juice_mang,fi,Juice of Mango,1,
C_Juice_oran,fi,Juice of Orange,1,
C_Juice_oran_con,fi,"Orange Juice, Concentrated",1,
C_Juice_pine,fi,Juice of Pineapples,1,
C_Juice_pine_con,fi,"Juice of Pineapples, Concentrated",1,
C_Juice_tang,fi,"Juice of Tangerine, Mandarin and Clementin",1,
C_Juice_toma,fi,Juice of Tomatoes,1,
C_Juice_vege,fi,Juice of Vegetables nes,1,
C_Jute,fi,Jute,1,
C_KERO,fi,Kerosene,1,
C_KJET,fi,Kerosene Type Jet Fuel,1,
C_Kapo_bre,fi,Kapok fibre,1,
C_Kapod,fi,"Kapokseed, shelled",1,
C_Kapol,fi,Kapokseed in shell,1,
C_Kapot,fi,Kapok fruit,1,
C_Kari,fi,Karite Nuts (Sheanuts),1,
C_Kfert,fi,K fertilizer,1,
C_Kiwi,fi,Kiwi fruit,1,
C_Kola,fi,Kolanuts,1,
C_LANF,fi,Landfill of food,1,
C_LANL,fi,Landfill of plastic and rubber,1,
C_LANP,fi,Landfill of paper,1,
C_LANW,fi,Landfill of wood,1,
C_LETH,fi,Leather and leather products (19),1,
C_LIBC,fi,Lignite/Brown Coal,1,
C_LPGA,fi,Liquefied Petroleum Gases (LPG),1,
C_LUBR,fi,Lubricants,1,
C_LZTO,fi,"Lead, zinc and tin ores and concentrates",1,
C_LZTP,fi,"Lead, zinc and tin and products thereof",1,
C_LZTW,fi,"Recycling of lead, zinc and tin",1,
C_LZT_INCI,fi,"Incineration with energy recovery of lead, zinc and tin",1,
C_LZT_LAND,fi,"Landfill of lead, zinc and tin",1,
C_Lacte,fi,Lactose,1,
C_Lard,fi,Lard,1,
C_Lardl,fi,Lard Stearine and Lard Oil,1,
C_Leeks,fi,Leeks and other alliaceous vegetables,1,
C_Lemos,fi,Lemons and limes,1,
C_Lents,fi,"Lentils, dry",1,
C_Letty,fi,Lettuce and chicory,1,
C_Linsd,fi,Linseed,1,
C_Live_prep,fi,Liver preparation,1,
C_Lupis,fi,Lupins,1,
C_MACH,fi,Machinery and equipment n.e.c. (29),1,
C_MANC,fi,Manure (conventional treatment),1,
C_MARE,fi,Renting services of machinery and equipment without operator and of personal and household goods (71),1,
C_MA_INCI,fi,Incineration with energy recovery of manure,1,
C_MA_INCI_no_recov,fi,Incineration of manure,1,
C_MA_LAND,fi,Landfill of manure,1,
C_MA_OTHE,fi,Other disposal of manure,1,
C_MA_RECY,fi,Recycling of manure,1,
C_MBFG,fi,Blast Furnace Gas,1,
C_MBIO,fi,Biogas,1,
C_MDIA,fi,Printed matter and recorded media (22),1,
C_MEIN,fi,"Medical, precision and optical instruments, watches and clocks (33)",1,
C_METC,fi,Foundry work services,1,
C_MGSL,fi,Motor Gasoline,1,
C_MGWG,fi,Gas Works Gas,1,
C_MM_INCI,fi,Incineration with energy recovery of mix metals,1,
C_MM_INCI_no_recov,fi,Incineration of mix metals,1,
C_MM_LAND,fi,Landfill of mix metals,1,
C_MM_OTHE,fi,Other disposal of mix metals,1,
C_MM_RECY,fi,Recycling of mix metals,1,
C_MNF_INCI,fi,Incineration with energy recovery of mix of non-ferrous metals,1,
C_MNF_INCI_no_recov,fi,Incineration of mix of non-ferrous metals,1,
C_MNF_LAND,fi,Landfill of mix of non-ferrous metals,1,
C_MNF_OTHE,fi,Other disposal of mix of non-ferrous metals,1,
C_MNF_RECY,fi,Recycling of mix of non-ferrous metals,1,
C_MOSG,fi,Oxygen Steel Furnace Gas,1,
C_MOTO,fi,Other vehicles,1,
C_Macai,fi,Macaroni,1,
C_Maize,fi,Maize,1,
C_Maizn,fi,Green Corn (Maize),1,
C_Malt_ext,fi,Malt Extract,1,
C_Maltt,fi,Malt,1,
C_Mangp,fi,Mango Pulp,1,
C_Mangs,fi,Mangoes,1,
C_Manila,fi,Abaca manila hemp,1,
C_Mapl_ups,fi,Maple Sugar and Syrups,1,
C_Margd,fi,Liquid Margarine,1,
C_Margt,fi,Margarine and Shortening,1,
C_Mate,fi,Mate,1,
C_Meat_ass,fi,Meat of asses,1,
C_Meat_beef,fi,Meat of cattle,1,
C_Meat_buff,fi,Buffalo meat,1,
C_Meat_camel,fi,Meat of camels,1,
C_Meat_chic,fi,Chicken meat,1,
C_Meat_drie,fi,"Meat, Dried nes",1,
C_Meat_duck,fi,Duck meat,1,
C_Meat_extr,fi,Meat Extracts,1,
C_Meat_game,fi,Game meat,1,
C_Meat_goat,fi,Goat meat,1,
C_Meat_goos,fi,Goose meat,1,
C_Meat_homo,fi,Homogenized Meat Preparations,1,
C_Meat_hors,fi,Horse meat,1,
C_Meat_mule,fi,Meat of mules,1,
C_Meat_nes,fi,"Meat, Prepared nes",1,
C_Meat_ocAM,fi,Meat of other domestic camelids,1,
C_Meat_othe,fi,Meat of other domestic rodents,1,
C_Meat_pig,fi,Pig meat,1,
C_Meat_pig_boneless,fi,"Meat of pig boneless, fresh or chilled",1,
C_Meat_pige,fi,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",1,
C_Meat_prnes,fi,Meat nes,1,
C_Meat_rabb,fi,Rabbit meat,1,
C_Meat_shee,fi,Meat of sheep,1,
C_Meat_turk,fi,Turkey meat,1,
C_Melon,fi,"Melons, Cantaloupes",1,
C_Melonse,fi,Melonseed,1,
C_Milk_dry,fi,"Buttermilk, dry",1,
C_Milk_prod,fi,"Products of Natural Milk Constitue, nes",1,
C_Milk_skim_buff,fi,Skim Milk of Buffalo,1,
C_Milk_skim_cow,fi,Skim Milk of Cows,1,
C_Milk_skim_dried,fi,Dry Skim Cow Milk,1,
C_Milk_skim_goat,fi,Skim milk of goat,1,
C_Milk_skim_she,fi,Skim Sheep Milk,1,
C_Millt,fi,Millet,1,
C_Mixes,fi,Mixes and Doughs,1,
C_Molas,fi,Molasses,1,
C_Mule_les,fi,Mules,1,
C_Mush_can,fi,Canned Mushrooms,1,
C_Mush_dry,fi,Dried Mushrooms,1,
C_Mushs,fi,Mushrooms,1,
C_Mustd,fi,Mustard seed,1,
C_NAPT,fi,Naphtha,1,
C_NF_ENER,fi,Incineration with energy recovery of mix metals non ferrous,1,
C_NF_INCI,fi,Incineration of mix metals non ferrous,1,
C_NF_LAND,fi,Landfill of mix metals non ferrous,1,
C_NF_OTHE,fi,Other disposal of mix metals non ferrous,1,
C_NF_RECY,fi,Recycling of mix metals non ferrous,1,
